Mod:Item:MetaData, Localized Name
extendedcrafting:material:0, Black Iron Ingot
extendedcrafting:material:1, Black Iron Nugget
extendedcrafting:material:2, Black Iron Slate
extendedcrafting:material:3, Black Iron Rod
extendedcrafting:material:7, Luminessence
extendedcrafting:material:8, Basic Catalyst
extendedcrafting:material:9, Advanced Catalyst
extendedcrafting:material:10, Elite Catalyst
extendedcrafting:material:11, Ultimate Catalyst
extendedcrafting:material:12, Crystaltine Catalyst
extendedcrafting:material:13, The Ultimate Catalyst
extendedcrafting:material:14, Basic Component
extendedcrafting:material:15, Advanced Component
extendedcrafting:material:16, Elite Component
extendedcrafting:material:17, Ultimate Component
extendedcrafting:material:18, Crystaltine Component
extendedcrafting:material:19, The Ultimate Component
extendedcrafting:material:24, Crystaltine Ingot
extendedcrafting:material:25, Crystaltine Nugget
extendedcrafting:material:32, The Ultimate Ingot
extendedcrafting:material:33, The Ultimate Nugget
extendedcrafting:material:36, Ender Ingot
extendedcrafting:material:37, Ender Nugget
extendedcrafting:material:40, Ender Star
extendedcrafting:material:41, Ender Star Nugget
extendedcrafting:material:48, Enhanced Ender Ingot
extendedcrafting:material:49, Enhanced Ender Nugget
extendedcrafting:material:128, Diamond Nugget
extendedcrafting:material:129, Emerald Nugget
extendedcrafting:material:140, Nether Star Nugget
extendedcrafting:handheld_table, Handheld Crafting Table
extendedcrafting:recipe_maker:0, Recipe Maker
extendedcrafting:singularity:0, Coal Singularity
extendedcrafting:singularity:1, Iron Singularity
extendedcrafting:singularity:2, Lapis Lazuli Singularity
extendedcrafting:singularity:3, Redstone Singularity
extendedcrafting:singularity:4, Glowstone Singularity
extendedcrafting:singularity:5, Gold Singularity
extendedcrafting:singularity:6, Diamond Singularity
extendedcrafting:singularity:7, Emerald Singularity
extendedcrafting:singularity:16, Aluminum Singularity
extendedcrafting:singularity:17, Copper Singularity
extendedcrafting:singularity:18, Tin Singularity
extendedcrafting:singularity:19, Bronze Singularity
extendedcrafting:singularity:20, Zinc Singularity
extendedcrafting:singularity:21, Brass Singularity
extendedcrafting:singularity:22, Silver Singularity
extendedcrafting:singularity:23, Lead Singularity
extendedcrafting:singularity:24, Steel Singularity
extendedcrafting:singularity:25, Nickel Singularity
extendedcrafting:singularity:26, Constantan Singularity
extendedcrafting:singularity:27, Electrum Singularity
extendedcrafting:singularity:28, Invar Singularity
extendedcrafting:singularity:29, Mithril Singularity
extendedcrafting:singularity:30, Tungsten Singularity
extendedcrafting:singularity:31, Titanium Singularity
extendedcrafting:singularity:32, Uranium Singularity
extendedcrafting:singularity:33, Chrome Singularity
extendedcrafting:singularity:34, Platinum Singularity
extendedcrafting:singularity:35, Iridium Singularity
extendedcrafting:singularity:48, Signalum Singularity
extendedcrafting:singularity:49, Lumium Singularity
extendedcrafting:singularity:50, Enderium Singularity
extendedcrafting:singularity:64, Ardite Singularity
extendedcrafting:singularity:65, Cobalt Singularity
extendedcrafting:singularity:66, Manyullyn Singularity
extendedcrafting:singularity_custom:100, Abyssalnite Singularity
extendedcrafting:singularity_custom:101, Agate Singularity
extendedcrafting:singularity_custom:103, Amber Singularity
extendedcrafting:singularity_custom:104, Amethyst Singularity
extendedcrafting:singularity_custom:105, Conductive Iron Singularity
extendedcrafting:singularity_custom:106, Aqua Middle Gem Singularity
extendedcrafting:singularity_custom:107, Astral Starmetal Singularity
extendedcrafting:singularity_custom:108, Bauxite Singularity
extendedcrafting:singularity_custom:109, Black Quartz Singularity
extendedcrafting:singularity_custom:110, Dark Steel Singularity
extendedcrafting:singularity_custom:111, Boron Singularity
extendedcrafting:singularity_custom:112, Certus Quartz Singularity
extendedcrafting:singularity_custom:113, Cinnabar Singularity
extendedcrafting:singularity_custom:114, Electrical Steel Singularity
extendedcrafting:singularity_custom:115, Coralium Singularity
extendedcrafting:singularity_custom:116, Crimson Middle Gem Singularity
extendedcrafting:singularity_custom:117, Dilithium Singularity
extendedcrafting:singularity_custom:118, Dimensional Shard Singularity
extendedcrafting:singularity_custom:119, Draconium Singularity
extendedcrafting:singularity_custom:120, Ender Biotite Singularity
extendedcrafting:singularity_custom:121, Energetic Alloy Singularity
extendedcrafting:singularity_custom:122, Galena Singularity
extendedcrafting:singularity_custom:123, Pulsating Singularity
extendedcrafting:singularity_custom:124, Green Middle Gem Singularity
extendedcrafting:singularity_custom:125, Jade Singularity
extendedcrafting:singularity_custom:126, Lithium Singularity
extendedcrafting:singularity_custom:127, Magnesium Singularity
extendedcrafting:singularity_custom:128, Niter Singularity
extendedcrafting:singularity_custom:129, Octine Singularity
extendedcrafting:singularity_custom:130, Osmium Singularity
extendedcrafting:singularity_custom:131, Peridot Singularity
extendedcrafting:singularity_custom:132, Pyrite Singularity
extendedcrafting:singularity_custom:133, Redstone Alloy Singularity
extendedcrafting:singularity_custom:134, Ruby Singularity
extendedcrafting:singularity_custom:135, Sapphire Singularity
extendedcrafting:singularity_custom:136, Sphalerite Singularity
extendedcrafting:singularity_custom:137, Sulfur Singularity
extendedcrafting:singularity_custom:138, Syrmorite Singularity
extendedcrafting:singularity_custom:139, Thorium Singularity
extendedcrafting:singularity_custom:140, Topaz Singularity
extendedcrafting:singularity_custom:141, Turquoise Singularity
extendedcrafting:singularity_custom:142, Valonite Singularity
extendedcrafting:singularity_custom:143, Soularium Singularity
extendedcrafting:singularity_custom:144, Yellorium Singularity
extendedcrafting:singularity_custom:145, Vibrant Alloy Singularity
extendedcrafting:singularity_custom:146, Nether Quartz Singularity
extendedcrafting:singularity_custom:147, Fluxed Singularity
extendedcrafting:singularity_ultimate, The Ultimate Singularity
zerocore:debugtool, Debug Tool
bigreactors:ingotyellorium, Yellorium Ingot
bigreactors:ingotcyanite, Cyanite Ingot
bigreactors:ingotgraphite, Graphite Bar
bigreactors:ingotblutonium, Blutonium Ingot
bigreactors:ingotludicrite, Ludicrite Ingot
bigreactors:ingotsteel, Steel Ingot
bigreactors:dustyellorium, Yellorium Dust
bigreactors:dustcyanite, Cyanite Dust
bigreactors:dustgraphite, Graphite Dust
bigreactors:dustblutonium, Blutonium Dust
bigreactors:dustludicrite, Ludicrite Dust
bigreactors:duststeel, Steel Dust
bigreactors:mineralanglesite, Anglesite (PbSO4)
bigreactors:mineralbenitoite, Benitoite (BaTiSi3O9)
bigreactors:reactorcasingcores, Reactor Casing Core (Legacy)
bigreactors:turbinehousingcores, Turbine Housing Core (Legacy)
bigreactors:wrench, Extreme Wrench
bigreactors:blockyellorium, Yellorium Block
bigreactors:oreanglesite, Anglesite Ore
bigreactors:turbinecreativesteamgenerator, Turbine Creative Steam Generator (Legacy)
bigreactors:turbinerotorblade, Turbine Rotor Blade (Legacy)
bigreactors:blockblutonium, Blutonium Block
bigreactors:orebenitoite, Benitoite Ore
bigreactors:turbinebearing, Turbine Rotor Bearing (Legacy)
bigreactors:reactorrednetport, Reactor RedNet Port (Legacy)
bigreactors:turbinehousing, Turbine Housing (Legacy)
bigreactors:blocksteel, Steel Block
bigreactors:reactoraccessport, Reactor Access Port (Legacy)
bigreactors:turbinecomputerport, Turbine Computer Port (Legacy)
bigreactors:turbinerotorshaft, Turbine Rotor Shaft (Legacy)
bigreactors:reactorcreativecoolantport, Reactor Creative Coolant Port (Legacy)
bigreactors:turbinefluidport, Turbine Fluid Port (Legacy)
bigreactors:blockgraphite, Graphite Block
bigreactors:blockcyanite, Cyanite Block
bigreactors:reactorcoolantport, Reactor Coolant Port (Legacy)
bigreactors:turbinecontroller, Turbine Controller (Legacy)
bigreactors:reactorpowertaptesla, Reactor Tesla Power Tap (Legacy)
bigreactors:turbineglass, Turbine Glass (Legacy)
bigreactors:reactorcasing, Reactor Casing (Legacy)
bigreactors:reactorpowertaprf, Reactor Redstone Flux Power Tap (Legacy)
bigreactors:reactorcontroller, Reactor Controller (Legacy)
bigreactors:reactorredstoneport, Reactor Redstone Port (Legacy)
bigreactors:oreyellorite, Yellorite Ore
bigreactors:blockludicrite, Ludicrite Block
bigreactors:turbinepowertaprf, Turbine Redstone Flux Power Tap (Legacy)
bigreactors:turbinepowertaptesla, Turbine Tesla Power Tap (Legacy)
bigreactors:reactorcomputerport, Reactor Computer Port (Legacy)
bigreactors:reactorglass, Reactor Glass (Legacy)
bigreactors:reactorcontrolrod, Reactor Control Rod (Legacy)
bigreactors:reactorfuelrod, Reactor Fuel Rod (Legacy)
fluxnetworks:flux, Flux
fluxnetworks:fluxcore, Flux Core
fluxnetworks:fluxconfigurator, Flux Configurator
fluxnetworks:adminconfigurator, Admin Configurator
fluxnetworks:fluxblock, Flux Block
fluxnetworks:fluxplug, Flux Plug
fluxnetworks:fluxpoint, Flux Point
fluxnetworks:fluxcontroller, Flux Controller
fluxnetworks:fluxstorage, Basic Flux Storage
fluxnetworks:herculeanfluxstorage, Herculean Flux Storage
fluxnetworks:gargantuanfluxstorage, Gargantuan Flux Storage
cfm:coffee_table_oak, Table Basse en Chêne
cfm:coffee_table_spruce, Table Basse en Sapin
cfm:coffee_table_birch, Table Basse en Bouleau
cfm:coffee_table_jungle, Table Basse en Acajou
cfm:coffee_table_acacia, Table Basse en Acacia
cfm:coffee_table_dark_oak, Table Basse en Chêne Noir
cfm:coffee_table_stone, Table Basse en Pierre
cfm:coffee_table_granite, Table Basse en Granite
cfm:coffee_table_diorite, Table Basse en Diorite
cfm:coffee_table_andesite, Table Basse en Andésite
cfm:table_oak, Table en Chêne
cfm:table_spruce, Table en Sapin
cfm:table_birch, Table en Bouleau
cfm:table_jungle, Table en Acajou
cfm:table_acacia, Table en Acacia
cfm:table_dark_oak, Table en Chêne Noir
cfm:table_stone, Table en pierre
cfm:table_granite, Table en Granite
cfm:table_diorite, Table en Diorite
cfm:table_andesite, Table en Andésite
cfm:chair_oak, Chaise en Chêne
cfm:chair_spruce, Chaise en Sapin
cfm:chair_birch, Chaise en Bouleau
cfm:chair_jungle, Chaise en Acajou
cfm:chair_acacia, Chaise en Acacia
cfm:chair_dark_oak, Chaise en Chêne Noir
cfm:chair_stone, Chaise en Pierre
cfm:chair_granite, Chaise en Granite
cfm:chair_diorite, Chaise en Diorite
cfm:chair_andesite, Chaise en Andésite
cfm:freezer, Congélateur 
cfm:cabinet_oak, Meuble de Rangement en Chêne
cfm:cabinet_spruce, Meuble de Rangement en Sapin
cfm:cabinet_birch, Meuble de Rangement en Bouleau
cfm:cabinet_jungle, Meuble de Rangement en Acajou
cfm:cabinet_acacia, Meuble de Rangement en Acacia
cfm:cabinet_dark_oak, Meuble de Rangement en Chêne Noir
cfm:cabinet_stone, Meuble de Rangement en Pierre
cfm:cabinet_granite, Meuble de Rangement en Granite
cfm:cabinet_diorite, Meuble de Rangement en Diorite
cfm:cabinet_andesite, Meuble de Rangement en Andésite
cfm:couch:0, Canapé Blanc
cfm:couch:1, Canapé Orange
cfm:couch:2, Canapé Magenta
cfm:couch:3, Canapé Bleu Clair
cfm:couch:4, Canapé Jaune
cfm:couch:5, Canapé Vert Clair
cfm:couch:6, Canapé Rose
cfm:couch:7, Canapé Gris
cfm:couch:8, Canapé Gris Clair
cfm:couch:9, Canapé Cyan
cfm:couch:10, Canapé Violet
cfm:couch:11, Canapé Bleu
cfm:couch:12, Canapé Brun
cfm:couch:13, Canapé Vert
cfm:couch:14, Canapé Rouge
cfm:couch:15, Canapé Noir
cfm:couch_jeb, Canapé Rave
cfm:lamp_off:0, Lampe Blanche
cfm:lamp_off:1, Lampe Orange
cfm:lamp_off:2, Lampe Magenta
cfm:lamp_off:3, Lampe Bleu Clair
cfm:lamp_off:4, Lampe Jaune
cfm:lamp_off:5, Lampe Vert Clair
cfm:lamp_off:6, Lampe Rose
cfm:lamp_off:7, Lampe Grise
cfm:lamp_off:8, Lampe Gris CLair
cfm:lamp_off:9, Lampe Cyan
cfm:lamp_off:10, Lampe Violette
cfm:lamp_off:11, Lampe Bleue
cfm:lamp_off:12, Lampe Brune
cfm:lamp_off:13, Lampe Verte
cfm:lamp_off:14, Lampe Rouge
cfm:lamp_off:15, Lampe Noire
cfm:blinds_open, Store en Chêne
cfm:blinds_spruce_open, Store en Sapin
cfm:blinds_birch_open, Store en Bouleau
cfm:blinds_jungle_open, Store en Acajou
cfm:blinds_acacia_open, Store en Acacia
cfm:blinds_dark_oak_open, Store en Chêne Noir
cfm:curtains_open:0, Rideaux Blancs
cfm:curtains_open:1, Rideaux Oranges
cfm:curtains_open:2, Rideaux Magenta
cfm:curtains_open:3, Rideaux Bleu Clair
cfm:curtains_open:4, Rideaux Jaunes
cfm:curtains_open:5, Rideaux Vert Clair
cfm:curtains_open:6, Rideaux Roses
cfm:curtains_open:7, Rideaux Gris
cfm:curtains_open:8, Rideaux Gris Clair
cfm:curtains_open:9, Rideaux Cyan
cfm:curtains_open:10, Rideaux Violets
cfm:curtains_open:11, Rideaux Bleus
cfm:curtains_open:12, Rideaux Bruns
cfm:curtains_open:13, Rideaux Verts
cfm:curtains_open:14, Rideaux Rouges
cfm:curtains_open:15, Rideaux Noirs
cfm:bedside_cabinet_oak, Table de Chevet en Chêne
cfm:bedside_cabinet_spruce, Table de Chevet en Sapin
cfm:bedside_cabinet_birch, Table de Chevet en Bouleau
cfm:bedside_cabinet_jungle, Table de Chevet en Acajou
cfm:bedside_cabinet_acacia, Table de Chevet en Acacia
cfm:bedside_cabinet_dark_oak, Table de Chevet en Chêne Noir
cfm:bedside_cabinet_stone, Table de Chevet en Pierre
cfm:bedside_cabinet_granite, Table de Chevet en Andésite
cfm:bedside_cabinet_diorite, Table de Chevet en Diorite
cfm:bedside_cabinet_andesite, Table de Chevet en Granite
cfm:oven, Four
cfm:range_hood, Hotte
cfm:hedge_oak, Haie de Chênes
cfm:hedge_spruce, Haie de Sapins
cfm:hedge_birch, Haie de Bouleaux
cfm:hedge_jungle, Haie d'Acajous
cfm:hedge_acacia, Haie d'Acacias
cfm:hedge_dark_oak, Haie de Chênes Noirs
cfm:bird_bath, Abreuvoir à Oiseaux
cfm:stone_path, Chemin de Pierre
cfm:white_fence, Berrière Blanche
cfm:white_gate, Portillon Blanc
cfm:tap, Robinet
cfm:mail_box, Boîte aux Lettres en Chêne
cfm:mail_box_spruce, Boîte aux Lettres en Sapin
cfm:mail_box_birch, Boîte aux Lettres en Bouleau
cfm:mail_box_jungle, Boîte aux Lettres en Acajou
cfm:mail_box_acacia, Boîte aux Lettres en Acacia
cfm:mail_box_dark_oak, Boîte aux Lettres en Chêne Noir
cfm:tv, TV
cfm:computer, Ordinateur
cfm:printer, Imprimante
cfm:electric_fence, Barrière Électrique
cfm:door_bell, Sonette en Chêne
cfm:door_bell_spruce, Sonette en Sapin
cfm:door_bell_birch, Sonette en Bouleau
cfm:door_bell_jungle, Sonette en Acajou
cfm:door_bell_acacia, Sonette en Acacia
cfm:door_bell_dark_oak, Sonette en Chêne Noir
cfm:fire_alarm_off, Alarme Incendie
cfm:fire_alarm_on, Alarme Incendie (déclenchée)
cfm:ceiling_light_off, Plafonnier
cfm:stereo, Chaîne Hi-Fi
cfm:toilet, Toilettes
cfm:basin, Lavabo
cfm:wall_cabinet, Armoire Murale
cfm:bath_bottom, Baignoire
cfm:shower_bottom, Cabine de Douche
cfm:shower_head_off, Pomme de douche
cfm:bin, Poubelle
cfm:present:0, Cadeau Blanc
cfm:present:1, Cadeau Orange
cfm:present:2, Cadeau Magenta
cfm:present:3, Cadeau Bleu Clair
cfm:present:4, Cadeau Jaune
cfm:present:5, Cadeau Vert Clair
cfm:present:6, Cadeau Rose
cfm:present:7, Cadeau Gris
cfm:present:8, Cadeau Gris Clair
cfm:present:9, Cadeau Cyan
cfm:present:10, Cadeau Violet
cfm:present:11, Cadeau Bleu
cfm:present:12, Cadeau Brun
cfm:present:13, Cadeau Vert
cfm:present:14, Cadeau Rouge
cfm:present:15, Cadeau Noir
cfm:tree_bottom, Arbre de Noël
cfm:toaster, Grille-Pain
cfm:microwave, Micro-Ondes
cfm:washing_machine, Machine à Laver
cfm:cookie_jar, Bocal à Cookies
cfm:blender, Mixeur
cfm:plate, Assiette
cfm:counter:0, Plan de Cuisine Blanc
cfm:counter:1, Plan de Cuisine Orange
cfm:counter:2, Plan de Cuisine Magenta
cfm:counter:3, Plan de Cuisine Bleu Clair
cfm:counter:4, Plan de Cuisine Jaune
cfm:counter:5, Plan de Cuisine Vert Clair
cfm:counter:6, Plan de Cuisine Rose
cfm:counter:7, Plan de Cuisine Gris
cfm:counter:8, Plan de Cuisine Gris Clair
cfm:counter:9, Plan de Cuisine Cyan
cfm:counter:10, Plan de Cuisine Violet
cfm:counter:11, Plan de Cuisine Bleu
cfm:counter:12, Plan de Cuisine Brun
cfm:counter:13, Plan de Cuisine Vert
cfm:counter:14, Plan de Cuisine Rouge
cfm:counter:15, Plan de Cuisine Noir
cfm:counter_sink:0, Évier sur Plan de Cuisine Blanc
cfm:counter_sink:1, Évier sur Plan de Cuisine Orange
cfm:counter_sink:2, Évier sur Plan de Cuisine Magenta
cfm:counter_sink:3, Évier sur Plan de Cuisine Bleu Clair
cfm:counter_sink:4, Évier sur Plan de Cuisine Jaune
cfm:counter_sink:5, Évier sur Plan de Cuisine Vert Clair
cfm:counter_sink:6, Évier sur Plan de Cuisine Rose
cfm:counter_sink:7, Évier sur Plan de Cuisine Gris
cfm:counter_sink:8, Évier sur Plan de Cuisine Gris Clair
cfm:counter_sink:9, Évier sur Plan de Cuisine Cyan
cfm:counter_sink:10, Évier sur Plan de Cuisine Violet
cfm:counter_sink:11, Évier sur Plan de Cuisine Bleu
cfm:counter_sink:12, Évier sur Plan de Cuisine Brun
cfm:counter_sink:13, Évier sur Plan de Cuisine Vert
cfm:counter_sink:14, Évier sur Plan de Cuisine Rouge
cfm:counter_sink:15, Évier sur Plan de Cuisine Noir
cfm:counter_drawer:0, Armoire avec Plan de Cuisine Blanc
cfm:counter_drawer:1, Armoire avec Plan de Cuisine Orange
cfm:counter_drawer:2, Armoire avec Plan de Cuisine Magenta
cfm:counter_drawer:3, Armoire avec Plan de Cuisine Bleu Clair
cfm:counter_drawer:4, Armoire avec Plan de Cuisine Jaune
cfm:counter_drawer:5, Armoire avec Plan de Cuisine Vert Clair
cfm:counter_drawer:6, Armoire avec Plan de Cuisine Rose
cfm:counter_drawer:7, Armoire avec Plan de Cuisine Gris
cfm:counter_drawer:8, Armoire avec Plan de Cuisine Gris Clair
cfm:counter_drawer:9, Armoire avec Plan de Cuisine Cyan
cfm:counter_drawer:10, Armoire avec Plan de Cuisine Violet
cfm:counter_drawer:11, Armoire avec Plan de Cuisine Bleu
cfm:counter_drawer:12, Armoire avec Plan de Cuisine Brun
cfm:counter_drawer:13, Armoire avec Plan de Cuisine Vert
cfm:counter_drawer:14, Armoire avec Plan de Cuisine Rouge
cfm:counter_drawer:15, Armoire avec Plan de Cuisine Noir
cfm:dishwasher, Lave-Vaisselle
cfm:cabinet_kitchen:0, Armoire de Cuisine Blanche
cfm:cabinet_kitchen:1, Armoire de Cuisine Orange
cfm:cabinet_kitchen:2, Armoire de Cuisine Magenta
cfm:cabinet_kitchen:3, Armoire de Cuisine Bleu Clair
cfm:cabinet_kitchen:4, Armoire de Cuisine Jaune
cfm:cabinet_kitchen:5, Armoire de Cuisine Vert Clair
cfm:cabinet_kitchen:6, Armoire de Cuisine Rose
cfm:cabinet_kitchen:7, Armoire de Cuisine Grise
cfm:cabinet_kitchen:8, Armoire de Cuisine Gris Clair
cfm:cabinet_kitchen:9, Armoire de Cuisine Cyan
cfm:cabinet_kitchen:10, Armoire de Cuisine Violette
cfm:cabinet_kitchen:11, Armoire de Cuisine Bleue
cfm:cabinet_kitchen:12, Armoire de Cuisine Brune
cfm:cabinet_kitchen:13, Armoire de Cuisine Verte
cfm:cabinet_kitchen:14, Armoire de Cuisine Rouge
cfm:cabinet_kitchen:15, Armoire de Cuisine Noire
cfm:chopping_board, Planche à Découper
cfm:bar_stool:0, Tabouret de Bar Blanc
cfm:bar_stool:1, Tabouret de Bar Orange
cfm:bar_stool:2, Tabouret de Bar Magenta
cfm:bar_stool:3, Tabouret de Bar Bleu Clair
cfm:bar_stool:4, Tabouret de Bar Jaune
cfm:bar_stool:5, Tabouret de Bar Vert Clair
cfm:bar_stool:6, Tabouret de Bar Rose
cfm:bar_stool:7, Tabouret de Bar Gris
cfm:bar_stool:8, Tabouret de Bar Gris Clair
cfm:bar_stool:9, Tabouret de Bar Cyan
cfm:bar_stool:10, Tabouret de Bar Violet
cfm:bar_stool:11, Tabouret de Bar Bleu
cfm:bar_stool:12, Tabouret de Bar Brun
cfm:bar_stool:13, Tabouret de Bar Vert
cfm:bar_stool:14, Tabouret de Bar Rouge
cfm:bar_stool:15, Tabouret de Bar Noir
cfm:mirror, Miroir magique
cfm:mantel_piece, Manteau de Cheminée
cfm:grand_chair_bottom, Grand Fauteuil
cfm:candle, Bougie
cfm:chimney, Cheminée
cfm:wreath, Couronne de Noël
cfm:fairy_light, Guirelande Lumineuse
cfm:fire_pit_on, Feu de Camp
cfm:trampoline, Trampoline
cfm:crate, Caisse
cfm:crate_spruce, Caisse en Sapin
cfm:crate_birch, Caisse en Bouleau
cfm:crate_jungle, Caisse en Acajou
cfm:crate_acacia, Caisse en Acacia
cfm:crate_dark_oak, Caisse en Chêne Noir
cfm:bench, Banc d'Extérieur
cfm:table_outdoor, Table d'Extérieur
cfm:grill, Barbecue
cfm:divingboard_base, Plongeoir
cfm:door_mat:0, Pallaisson Blanc
cfm:door_mat:1, Pallaisson Orange
cfm:door_mat:2, Pallaisson Magenta
cfm:door_mat:3, Pallaisson Bleu Clair
cfm:door_mat:4, Pallaisson Jaune
cfm:door_mat:5, Pallaisson Vert Clair
cfm:door_mat:6, Pallaisson Rose
cfm:door_mat:7, Pallaisson Gris
cfm:door_mat:8, Pallaisson Gris Clair
cfm:door_mat:9, Pallaisson Cyan
cfm:door_mat:10, Pallaisson Violet
cfm:door_mat:11, Pallaisson Bleu
cfm:door_mat:12, Pallaisson Brun
cfm:door_mat:13, Pallaisson Vert
cfm:door_mat:14, Pallaisson Rouge
cfm:door_mat:15, Pallaisson Noir
cfm:esky:0, Glacière Blanche
cfm:esky:1, Glacière Orange
cfm:esky:2, Glacière Magenta
cfm:esky:3, Glacière Bleu Clair
cfm:esky:4, Glacière Jaune
cfm:esky:5, Glacière Vert Clair
cfm:esky:6, Glacière Rose
cfm:esky:7, Glacière Grise
cfm:esky:8, Glacière Gris Clair
cfm:esky:9, Glacière Cyan
cfm:esky:10, Glacière Violette
cfm:esky:11, Glacière Bleue
cfm:esky:12, Glacière Brune
cfm:esky:13, Glacière Verte
cfm:esky:14, Glacière Rouge
cfm:esky:15, Glacière Noire
cfm:modern_window, Fenêtre Moderne
cfm:modern_sliding_door, Porte Coulissante Moderne
cfm:light_switch_off, Clair Switch
cfm:ceiling_fan, Ventilateur de Plafond
cfm:desk_oak, Bureau en Chêne Desk
cfm:desk_spruce, Bureau en Sapin Desk
cfm:desk_birch, Bureau en Bouleau Desk
cfm:desk_jungle, Bureau en Acajou Desk
cfm:desk_acacia, Bureau en Acacia Desk
cfm:desk_dark_oak, Bureau en Chêne Noir Desk
cfm:desk_stone, Bureau en Pierre Desk
cfm:desk_granite, Bureau en Granite Desk
cfm:desk_diorite, Bureau en Diorite Desk
cfm:desk_andesite, Bureau en Andesite Desk
cfm:desk_cabinet_oak, Armoire de Bureau en Chêne
cfm:desk_cabinet_spruce, Armoire de Bureau en Sapin
cfm:desk_cabinet_birch, Armoire de Bureau en Bouleau
cfm:desk_cabinet_jungle, Armoire de Bureau en Acajou
cfm:desk_cabinet_acacia, Armoire de Bureau en Acacia
cfm:desk_cabinet_dark_oak, Armoire de Bureau en Chêne Noir
cfm:desk_cabinet_stone, Armoire de Bureau en Pierre
cfm:desk_cabinet_granite, Armoire de Bureau en Granite
cfm:desk_cabinet_diorite, Armoire de Bureau en Diorite
cfm:desk_cabinet_andesite, Armoire de Bureau en Andesite
cfm:digital_clock:0, Horloge Digitale
cfm:digital_clock:1, Horloge Digitale
cfm:digital_clock:2, Horloge Digitale
cfm:digital_clock:3, Horloge Digitale
cfm:digital_clock:4, Horloge Digitale
cfm:digital_clock:5, Horloge Digitale
cfm:digital_clock:6, Horloge Digitale
cfm:digital_clock:7, Horloge Digitale
cfm:digital_clock:8, Horloge Digitale
cfm:digital_clock:9, Horloge Digitale
cfm:digital_clock:10, Horloge Digitale
cfm:digital_clock:11, Horloge Digitale
cfm:digital_clock:12, Horloge Digitale
cfm:digital_clock:13, Horloge Digitale
cfm:digital_clock:14, Horloge Digitale
cfm:digital_clock:15, Horloge Digitale
cfm:modern_tv, TV Moderne
cfm:photo_frame:0, Cadre Photo Blanc
cfm:photo_frame:1, Cadre Photo Orange
cfm:photo_frame:2, Cadre Photo Magenta
cfm:photo_frame:3, Cadre Photo Bleu Clair
cfm:photo_frame:4, Cadre Photo Jaune
cfm:photo_frame:5, Cadre Photo Vert Clair
cfm:photo_frame:6, Cadre Photo Rose
cfm:photo_frame:7, Cadre Photo Gris
cfm:photo_frame:8, Cadre Photo Gris Clair
cfm:photo_frame:9, Cadre Photo Cyan
cfm:photo_frame:10, Cadre Photo Violet
cfm:photo_frame:11, Cadre Photo Bleu
cfm:photo_frame:12, Cadre Photo Brun
cfm:photo_frame:13, Cadre Photo Vert
cfm:photo_frame:14, Cadre Photo Rouge
cfm:photo_frame:15, Cadre Photo Noir
cfm:modern_couch:0, Canapé Moderne Blanc
cfm:modern_couch:1, Canapé Moderne Orange
cfm:modern_couch:2, Canapé Moderne Magenta
cfm:modern_couch:3, Canapé Moderne Bleu Clair
cfm:modern_couch:4, Canapé Moderne Jaune
cfm:modern_couch:5, Canapé Moderne Vert Clair
cfm:modern_couch:6, Canapé Moderne Rose
cfm:modern_couch:7, Canapé Moderne Gris
cfm:modern_couch:8, Canapé Moderne Gris Clair
cfm:modern_couch:9, Canapé Moderne Cyan
cfm:modern_couch:10, Canapé Moderne Violet
cfm:modern_couch:11, Canapé Moderne Bleu
cfm:modern_couch:12, Canapé Moderne Brun
cfm:modern_couch:13, Canapé Moderne Vert
cfm:modern_couch:14, Canapé Moderne Rouge
cfm:modern_couch:15, Canapé Moderne Noir
cfm:modern_table, Table Moderne
cfm:modern_chair, Chaise Moderne
cfm:modern_coffee_table, Table Basse Moderne
cfm:modern_table_outdoor, Table d'Extérieur Moderne
cfm:modern_stair, Escaliers Modernes
cfm:modern_bed_bottom:0, Lit Moderne Blanc
cfm:modern_bed_bottom:1, Lit Moderne Orange
cfm:modern_bed_bottom:2, Lit Moderne Magenta
cfm:modern_bed_bottom:3, Lit Moderne Bleu Clair
cfm:modern_bed_bottom:4, Lit Moderne Jaune
cfm:modern_bed_bottom:5, Lit Moderne Vert Clair
cfm:modern_bed_bottom:6, Lit Moderne Rose
cfm:modern_bed_bottom:7, Lit Moderne Gris
cfm:modern_bed_bottom:8, Lit Moderne Gris Clair
cfm:modern_bed_bottom:9, Lit Moderne Cyan
cfm:modern_bed_bottom:10, Lit Moderne Violet
cfm:modern_bed_bottom:11, Lit Moderne Bleu
cfm:modern_bed_bottom:12, Lit Moderne Brun
cfm:modern_bed_bottom:13, Lit Moderne Vert
cfm:modern_bed_bottom:14, Lit Moderne Rouge
cfm:modern_bed_bottom:15, Lit Moderne Noir
cfm:tv_stand, Meuble TV Moderne
cfm:modern_light_off, Lampe Moderne
cfm:upgraded_fence_oak, Barrière Améliorée en Chêne
cfm:upgraded_fence_spruce, Barrière Améliorée en Sapin
cfm:upgraded_fence_birch, Barrière Améliorée en Bouleau
cfm:upgraded_fence_jungle, Barrière Améliorée en Acajou
cfm:upgraded_fence_acacia, Barrière Améliorée en Acacia
cfm:upgraded_fence_dark_oak, Barrière Améliorée en Chêne Noir
cfm:upgraded_fence_nether_brick, Barrière Améliorée en Nether Brick
